module_number,concept,recommended_action,wps_task_id,source_file,rapids_code,variant,source_table_index,source_row_index,task_raw
RN-WPS-005,Advise medical personnel regarding healthcare issues.,mapping_review_required,WPS_3056HY_HYBRID_T14_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,14,2,"A. Direct or coordinate infection control programs, advising or consulting with specified personnel about necessary precautions."
RN-WPS-005,Advise medical personnel regarding healthcare issues.,mapping_review_required,WPS_2074_TIME_BASED_T14_R02_A,wps_time_2074.docx,2074,time_based,14,2,"A. Direct or coordinate infection control programs, advising or consulting with specified personnel about necessary precautions."
RN-WPS-005,Advise medical personnel regarding healthcare issues.,mapping_review_required,WPS_3056_TIME_BASED_T14_R02_A,wps_time_3056.docx,3056,time_based,14,2,"A. Direct or coordinate infection control programs, advising or consulting with specified personnel about necessary precautions."
RN-WPS-006,Analyze test data or images to inform diagnosis or treatment.,mapping_review_required,WPS_2074CB_COMPETENCY_BASED_T15_R03_A,wps_competency_2074.docx,2074CB,competency_based,15,3,"A. Order, interpret, and evaluate diagnostic tests to identify and assess patient's condition."
RN-WPS-006,Analyze test data or images to inform diagnosis or treatment.,mapping_review_required,WPS_3056CB_COMPETENCY_BASED_T15_R03_A,wps_competency_3056.docx,3056CB,competency_based,15,3,"A. Order, interpret, and evaluate diagnostic tests to identify and assess patient's condition."
RN-WPS-006,Analyze test data or images to inform diagnosis or treatment.,mapping_review_required,WPS_2074HY_HYBRID_T15_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,15,2,"A. Order, interpret, and evaluate diagnostic tests to identify and assess patient's condition."
RN-WPS-006,Analyze test data or images to inform diagnosis or treatment.,mapping_review_required,WPS_3056HY_HYBRID_T15_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,15,2,"A. Order, interpret, and evaluate diagnostic tests to identify and assess patient's condition."
RN-WPS-006,Analyze test data or images to inform diagnosis or treatment.,mapping_review_required,WPS_2074_TIME_BASED_T15_R02_A,wps_time_2074.docx,2074,time_based,15,2,"A. Order, interpret, and evaluate diagnostic tests to identify and assess patient's condition."
RN-WPS-006,Analyze test data or images to inform diagnosis or treatment.,mapping_review_required,WPS_3056_TIME_BASED_T15_R02_A,wps_time_3056.docx,3056,time_based,15,2,"A. Order, interpret, and evaluate diagnostic tests to identify and assess patient's condition."
RN-WPS-007,"Assess patient work, living, or social environments.",mapping_review_required,WPS_2074CB_COMPETENCY_BASED_T28_R03_A,wps_competency_2074.docx,2074CB,competency_based,28,3,"A. Assess the needs of individuals, families, or communities, including assessment of individuals' home or work environments, to identify potential health or safety problems."
RN-WPS-007,"Assess patient work, living, or social environments.",mapping_review_required,WPS_3056CB_COMPETENCY_BASED_T28_R03_A,wps_competency_3056.docx,3056CB,competency_based,28,3,"A. Assess the needs of individuals, families, or communities, including assessment of individuals' home or work environments, to identify potential health or safety problems."
RN-WPS-007,"Assess patient work, living, or social environments.",mapping_review_required,WPS_2074HY_HYBRID_T28_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,28,2,"A. Assess the needs of individuals, families, or communities, including assessment of individuals' home or work environments, to identify potential health or safety problems."
RN-WPS-007,"Assess patient work, living, or social environments.",mapping_review_required,WPS_3056HY_HYBRID_T28_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,28,2,"A. Assess the needs of individuals, families, or communities, including assessment of individuals' home or work environments, to identify potential health or safety problems."
RN-WPS-007,"Assess patient work, living, or social environments.",mapping_review_required,WPS_2074_TIME_BASED_T28_R02_A,wps_time_2074.docx,2074,time_based,28,2,"A. Assess the needs of individuals, families, or communities, including assessment of individuals' home or work environments, to identify potential health or safety problems."
RN-WPS-007,"Assess patient work, living, or social environments.",mapping_review_required,WPS_3056_TIME_BASED_T28_R02_A,wps_time_3056.docx,3056,time_based,28,2,"A. Assess the needs of individuals, families, or communities, including assessment of individuals' home or work environments, to identify potential health or safety problems."
RN-WPS-008,Assist healthcare practitioners during examinations or treatments.,mapping_review_required,WPS_2074CB_COMPETENCY_BASED_T30_R03_A,wps_competency_2074.docx,2074CB,competency_based,30,3,A. Prepare patients for and assist with examinations or treatments.
RN-WPS-008,Assist healthcare practitioners during examinations or treatments.,mapping_review_required,WPS_3056CB_COMPETENCY_BASED_T30_R03_A,wps_competency_3056.docx,3056CB,competency_based,30,3,A. Prepare patients for and assist with examinations or treatments.
RN-WPS-008,Assist healthcare practitioners during examinations or treatments.,mapping_review_required,WPS_2074HY_HYBRID_T30_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,30,2,A. Prepare patients for and assist with examinations or treatments.
RN-WPS-008,Assist healthcare practitioners during examinations or treatments.,mapping_review_required,WPS_3056HY_HYBRID_T30_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,30,2,A. Prepare patients for and assist with examinations or treatments.
RN-WPS-008,Assist healthcare practitioners during examinations or treatments.,mapping_review_required,WPS_2074_TIME_BASED_T30_R02_A,wps_time_2074.docx,2074,time_based,30,2,A. Prepare patients for and assist with examinations or treatments.
RN-WPS-008,Assist healthcare practitioners during examinations or treatments.,mapping_review_required,WPS_3056_TIME_BASED_T30_R02_A,wps_time_3056.docx,3056,time_based,30,2,A. Prepare patients for and assist with examinations or treatments.
RN-WPS-009,Collaborate with healthcare professionals to plan or provide treatment.,mapping_review_required,WPS_2074CB_COMPETENCY_BASED_T09_R03_A,wps_competency_2074.docx,2074CB,competency_based,9,3,"A. Consult and coordinate with healthcare team members to assess, plan, implement, or evaluate patient care plans."
RN-WPS-009,Collaborate with healthcare professionals to plan or provide treatment.,mapping_review_required,WPS_3056CB_COMPETENCY_BASED_T09_R03_A,wps_competency_3056.docx,3056CB,competency_based,9,3,"A. Consult and coordinate with healthcare team members to assess, plan, implement, or evaluate patient care plans."
RN-WPS-009,Collaborate with healthcare professionals to plan or provide treatment.,mapping_review_required,WPS_2074HY_HYBRID_T09_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,9,2,"A. Consult and coordinate with healthcare team members to assess, plan, implement, or evaluate patient care plans."
RN-WPS-009,Collaborate with healthcare professionals to plan or provide treatment.,mapping_review_required,WPS_3056HY_HYBRID_T09_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,9,2,"A. Consult and coordinate with healthcare team members to assess, plan, implement, or evaluate patient care plans."
RN-WPS-009,Collaborate with healthcare professionals to plan or provide treatment.,mapping_review_required,WPS_2074_TIME_BASED_T09_R02_A,wps_time_2074.docx,2074,time_based,9,2,"A. Consult and coordinate with healthcare team members to assess, plan, implement, or evaluate patient care plans."
RN-WPS-009,Collaborate with healthcare professionals to plan or provide treatment.,mapping_review_required,WPS_3056_TIME_BASED_T09_R02_A,wps_time_3056.docx,3056,time_based,9,2,"A. Consult and coordinate with healthcare team members to assess, plan, implement, or evaluate patient care plans."
RN-WPS-010,Communicate health and wellness information to the public.,mapping_review_required,WPS_2074CB_COMPETENCY_BASED_T21_R03_A,wps_competency_2074.docx,2074CB,competency_based,21,3,"A. Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs."
RN-WPS-010,Communicate health and wellness information to the public.,mapping_review_required,WPS_3056CB_COMPETENCY_BASED_T21_R03_A,wps_competency_3056.docx,3056CB,competency_based,21,3,"A. Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs."
RN-WPS-010,Communicate health and wellness information to the public.,mapping_review_required,WPS_2074HY_HYBRID_T21_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,21,2,"A. Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs."
RN-WPS-010,Communicate health and wellness information to the public.,mapping_review_required,WPS_3056HY_HYBRID_T21_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,21,2,"A. Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs."
RN-WPS-010,Communicate health and wellness information to the public.,mapping_review_required,WPS_2074_TIME_BASED_T21_R02_A,wps_time_2074.docx,2074,time_based,21,2,"A. Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs."
RN-WPS-010,Communicate health and wellness information to the public.,mapping_review_required,WPS_3056_TIME_BASED_T21_R02_A,wps_time_3056.docx,3056,time_based,21,2,"A. Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs."
RN-WPS-011,Conduct research to increase knowledge about medical issues.,mapping_review_required,WPS_2074CB_COMPETENCY_BASED_T38_R03_A,wps_competency_2074.docx,2074CB,competency_based,38,3,A. Engage in research activities related to nursing.
RN-WPS-011,Conduct research to increase knowledge about medical issues.,mapping_review_required,WPS_3056CB_COMPETENCY_BASED_T38_R03_A,wps_competency_3056.docx,3056CB,competency_based,38,3,A. Engage in research activities related to nursing.
RN-WPS-011,Conduct research to increase knowledge about medical issues.,mapping_review_required,WPS_2074HY_HYBRID_T38_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,38,2,A. Engage in research activities related to nursing.
RN-WPS-011,Conduct research to increase knowledge about medical issues.,mapping_review_required,WPS_3056HY_HYBRID_T38_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,38,2,A. Engage in research activities related to nursing.
RN-WPS-011,Conduct research to increase knowledge about medical issues.,mapping_review_required,WPS_2074_TIME_BASED_T38_R02_A,wps_time_2074.docx,2074,time_based,38,2,A. Engage in research activities related to nursing.
RN-WPS-011,Conduct research to increase knowledge about medical issues.,mapping_review_required,WPS_3056_TIME_BASED_T38_R02_A,wps_time_3056.docx,3056,time_based,38,2,A. Engage in research activities related to nursing.
RN-WPS-013,Diagnose medical conditions.,mapping_review_required,WPS_2074CB_COMPETENCY_BASED_T33_R03_A,wps_competency_2074.docx,2074CB,competency_based,33,3,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers."
RN-WPS-013,Diagnose medical conditions.,mapping_review_required,WPS_3056CB_COMPETENCY_BASED_T33_R03_A,wps_competency_3056.docx,3056CB,competency_based,33,3,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers."
RN-WPS-013,Diagnose medical conditions.,mapping_review_required,WPS_2074HY_HYBRID_T33_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,33,2,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers."
RN-WPS-013,Diagnose medical conditions.,mapping_review_required,WPS_3056HY_HYBRID_T33_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,33,2,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers."
RN-WPS-013,Diagnose medical conditions.,mapping_review_required,WPS_2074_TIME_BASED_T33_R02_A,wps_time_2074.docx,2074,time_based,33,2,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers."
RN-WPS-013,Diagnose medical conditions.,mapping_review_required,WPS_3056_TIME_BASED_T33_R02_A,wps_time_3056.docx,3056,time_based,33,2,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers."
RN-WPS-014,Direct healthcare delivery programs.,mapping_review_required,WPS_2074CB_COMPETENCY_BASED_T16_R03_A,wps_competency_2074.docx,2074CB,competency_based,16,3,"A. Direct or coordinate infection control programs, advising or consulting with specified personnel about necessary precautions."
RN-WPS-014,Direct healthcare delivery programs.,mapping_review_required,WPS_3056CB_COMPETENCY_BASED_T16_R03_A,wps_competency_3056.docx,3056CB,competency_based,16,3,"A. Direct or coordinate infection control programs, advising or consulting with specified personnel about necessary precautions."
RN-WPS-014,Direct healthcare delivery programs.,mapping_review_required,WPS_2074HY_HYBRID_T16_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,16,2,"A. Direct or coordinate infection control programs, advising or consulting with specified personnel about necessary precautions."
RN-WPS-014,Direct healthcare delivery programs.,mapping_review_required,WPS_3056HY_HYBRID_T16_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,16,2,"A. Direct or coordinate infection control programs, advising or consulting with specified personnel about necessary precautions."
RN-WPS-014,Direct healthcare delivery programs.,mapping_review_required,WPS_2074_TIME_BASED_T16_R02_A,wps_time_2074.docx,2074,time_based,16,2,"A. Direct or coordinate infection control programs, advising or consulting with specified personnel about necessary precautions."
RN-WPS-014,Direct healthcare delivery programs.,mapping_review_required,WPS_3056_TIME_BASED_T16_R02_A,wps_time_3056.docx,3056,time_based,16,2,"A. Direct or coordinate infection control programs, advising or consulting with specified personnel about necessary precautions."
RN-WPS-015,Evaluate patient outcomes to determine effectiveness of treatments.,mapping_review_required,WPS_2074CB_COMPETENCY_BASED_T22_R03_A,wps_competency_2074.docx,2074CB,competency_based,22,3,A. Modify patient treatment plans as indicated by patients' responses and conditions.
RN-WPS-015,Evaluate patient outcomes to determine effectiveness of treatments.,mapping_review_required,WPS_3056CB_COMPETENCY_BASED_T22_R03_A,wps_competency_3056.docx,3056CB,competency_based,22,3,A. Modify patient treatment plans as indicated by patients' responses and conditions.
RN-WPS-015,Evaluate patient outcomes to determine effectiveness of treatments.,mapping_review_required,WPS_2074HY_HYBRID_T22_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,22,2,A. Modify patient treatment plans as indicated by patients' responses and conditions.
RN-WPS-015,Evaluate patient outcomes to determine effectiveness of treatments.,mapping_review_required,WPS_3056HY_HYBRID_T22_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,22,2,A. Modify patient treatment plans as indicated by patients' responses and conditions.
RN-WPS-015,Evaluate patient outcomes to determine effectiveness of treatments.,mapping_review_required,WPS_2074_TIME_BASED_T22_R02_A,wps_time_2074.docx,2074,time_based,22,2,A. Modify patient treatment plans as indicated by patients' responses and conditions.
RN-WPS-015,Evaluate patient outcomes to determine effectiveness of treatments.,mapping_review_required,WPS_3056_TIME_BASED_T22_R02_A,wps_time_3056.docx,3056,time_based,22,2,A. Modify patient treatment plans as indicated by patients' responses and conditions.
RN-WPS-016,Examine patients to assess general physical condition.,mapping_review_required,WPS_2074CB_COMPETENCY_BASED_T34_R03_A,wps_competency_2074.docx,2074CB,competency_based,34,3,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers."
RN-WPS-016,Examine patients to assess general physical condition.,mapping_review_required,WPS_3056CB_COMPETENCY_BASED_T34_R03_A,wps_competency_3056.docx,3056CB,competency_based,34,3,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers."
RN-WPS-016,Examine patients to assess general physical condition.,mapping_review_required,WPS_2074HY_HYBRID_T34_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,34,2,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers."
RN-WPS-016,Examine patients to assess general physical condition.,mapping_review_required,WPS_3056HY_HYBRID_T34_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,34,2,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers."
RN-WPS-016,Examine patients to assess general physical condition.,mapping_review_required,WPS_2074_TIME_BASED_T34_R02_A,wps_time_2074.docx,2074,time_based,34,2,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers."
RN-WPS-016,Examine patients to assess general physical condition.,mapping_review_required,WPS_3056_TIME_BASED_T34_R02_A,wps_time_3056.docx,3056,time_based,34,2,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers."
RN-WPS-017,Immunize patients.,mapping_review_required,WPS_2074CB_COMPETENCY_BASED_T07_R03_A,wps_competency_2074.docx,2074CB,competency_based,7,3,"A. Provide health care, first aid, immunizations, or assistance in convalescence or rehabilitation in locations such as schools, hospitals, or industry."
RN-WPS-017,Immunize patients.,mapping_review_required,WPS_3056CB_COMPETENCY_BASED_T07_R03_A,wps_competency_3056.docx,3056CB,competency_based,7,3,"A. Provide health care, first aid, immunizations, or assistance in convalescence or rehabilitation in locations such as schools, hospitals, or industry."
RN-WPS-017,Immunize patients.,mapping_review_required,WPS_2074HY_HYBRID_T07_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,7,2,"A. Provide health care, first aid, immunizations, or assistance in convalescence or rehabilitation in locations such as schools, hospitals, or industry."
RN-WPS-017,Immunize patients.,mapping_review_required,WPS_3056HY_HYBRID_T07_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,7,2,"A. Provide health care, first aid, immunizations, or assistance in convalescence or rehabilitation in locations such as schools, hospitals, or industry."
RN-WPS-017,Immunize patients.,mapping_review_required,WPS_2074_TIME_BASED_T07_R02_A,wps_time_2074.docx,2074,time_based,7,2,"A. Provide health care, first aid, immunizations, or assistance in convalescence or rehabilitation in locations such as schools, hospitals, or industry."
RN-WPS-017,Immunize patients.,mapping_review_required,WPS_3056_TIME_BASED_T07_R02_A,wps_time_3056.docx,3056,time_based,7,2,"A. Provide health care, first aid, immunizations, or assistance in convalescence or rehabilitation in locations such as schools, hospitals, or industry."
RN-WPS-018,Inform medical professionals regarding patient conditions and care.,mapping_review_required,WPS_2074CB_COMPETENCY_BASED_T06_R03_A,wps_competency_2074.docx,2074CB,competency_based,6,3,"A. Monitor, record, and report symptoms or changes in patients' conditions."
RN-WPS-018,Inform medical professionals regarding patient conditions and care.,mapping_review_required,WPS_2074CB_COMPETENCY_BASED_T06_R04_B,wps_competency_2074.docx,2074CB,competency_based,6,4,B. Inform physician of patient's condition during anesthesia.
RN-WPS-018,Inform medical professionals regarding patient conditions and care.,mapping_review_required,WPS_3056CB_COMPETENCY_BASED_T06_R03_A,wps_competency_3056.docx,3056CB,competency_based,6,3,"A. Monitor, record, and report symptoms or changes in patients' conditions."
RN-WPS-018,Inform medical professionals regarding patient conditions and care.,mapping_review_required,WPS_3056CB_COMPETENCY_BASED_T06_R04_B,wps_competency_3056.docx,3056CB,competency_based,6,4,B. Inform physician of patient's condition during anesthesia.
RN-WPS-018,Inform medical professionals regarding patient conditions and care.,mapping_review_required,WPS_2074HY_HYBRID_T06_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,6,2,"A. Monitor, record, and report symptoms or changes in patients' conditions."
RN-WPS-018,Inform medical professionals regarding patient conditions and care.,mapping_review_required,WPS_2074HY_HYBRID_T06_R03_B,wps_hybrid_2074.docx,2074HY,hybrid,6,3,B. Inform physician of patient's condition during anesthesia.
RN-WPS-018,Inform medical professionals regarding patient conditions and care.,mapping_review_required,WPS_3056HY_HYBRID_T06_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,6,2,"A. Monitor, record, and report symptoms or changes in patients' conditions."
RN-WPS-018,Inform medical professionals regarding patient conditions and care.,mapping_review_required,WPS_3056HY_HYBRID_T06_R03_B,wps_hybrid_3056.docx,3056HY,hybrid,6,3,B. Inform physician of patient's condition during anesthesia.
RN-WPS-018,Inform medical professionals regarding patient conditions and care.,mapping_review_required,WPS_2074_TIME_BASED_T06_R02_A,wps_time_2074.docx,2074,time_based,6,2,"A. Monitor, record, and report symptoms or changes in patients' conditions."
RN-WPS-018,Inform medical professionals regarding patient conditions and care.,mapping_review_required,WPS_2074_TIME_BASED_T06_R03_B,wps_time_2074.docx,2074,time_based,6,3,B. Inform physician of patient's condition during anesthesia.
RN-WPS-018,Inform medical professionals regarding patient conditions and care.,mapping_review_required,WPS_3056_TIME_BASED_T06_R02_A,wps_time_3056.docx,3056,time_based,6,2,"A. Monitor, record, and report symptoms or changes in patients' conditions."
RN-WPS-018,Inform medical professionals regarding patient conditions and care.,mapping_review_required,WPS_3056_TIME_BASED_T06_R03_B,wps_time_3056.docx,3056,time_based,6,3,B. Inform physician of patient's condition during anesthesia.
RN-WPS-019,Maintain inventory of medical supplies or equipment.,mapping_review_required,WPS_2074CB_COMPETENCY_BASED_T23_R03_A,wps_competency_2074.docx,2074CB,competency_based,23,3,"A. Prepare rooms, sterile instruments, equipment, or supplies and ensure that stock of supplies is maintained."
RN-WPS-019,Maintain inventory of medical supplies or equipment.,mapping_review_required,WPS_3056CB_COMPETENCY_BASED_T23_R03_A,wps_competency_3056.docx,3056CB,competency_based,23,3,"A. Prepare rooms, sterile instruments, equipment, or supplies and ensure that stock of supplies is maintained."
RN-WPS-019,Maintain inventory of medical supplies or equipment.,mapping_review_required,WPS_2074HY_HYBRID_T23_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,23,2,"A. Prepare rooms, sterile instruments, equipment, or supplies and ensure that stock of supplies is maintained."
RN-WPS-019,Maintain inventory of medical supplies or equipment.,mapping_review_required,WPS_3056HY_HYBRID_T23_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,23,2,"A. Prepare rooms, sterile instruments, equipment, or supplies and ensure that stock of supplies is maintained."
RN-WPS-019,Maintain inventory of medical supplies or equipment.,mapping_review_required,WPS_2074_TIME_BASED_T23_R02_A,wps_time_2074.docx,2074,time_based,23,2,"A. Prepare rooms, sterile instruments, equipment, or supplies and ensure that stock of supplies is maintained."
RN-WPS-019,Maintain inventory of medical supplies or equipment.,mapping_review_required,WPS_3056_TIME_BASED_T23_R02_A,wps_time_3056.docx,3056,time_based,23,2,"A. Prepare rooms, sterile instruments, equipment, or supplies and ensure that stock of supplies is maintained."
RN-WPS-020,Maintain medical facility records.,mapping_review_required,WPS_2074CB_COMPETENCY_BASED_T05_R03_A,wps_competency_2074.docx,2074CB,competency_based,5,3,"A. Maintain accurate, detailed reports and records."
RN-WPS-020,Maintain medical facility records.,mapping_review_required,WPS_3056CB_COMPETENCY_BASED_T05_R03_A,wps_competency_3056.docx,3056CB,competency_based,5,3,"A. Maintain accurate, detailed reports and records."
RN-WPS-020,Maintain medical facility records.,mapping_review_required,WPS_2074HY_HYBRID_T05_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,5,2,"A. Maintain accurate, detailed reports and records."
RN-WPS-020,Maintain medical facility records.,mapping_review_required,WPS_3056HY_HYBRID_T05_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,5,2,"A. Maintain accurate, detailed reports and records."
RN-WPS-020,Maintain medical facility records.,mapping_review_required,WPS_2074_TIME_BASED_T05_R02_A,wps_time_2074.docx,2074,time_based,5,2,"A. Maintain accurate, detailed reports and records."
RN-WPS-020,Maintain medical facility records.,mapping_review_required,WPS_3056_TIME_BASED_T05_R02_A,wps_time_3056.docx,3056,time_based,5,2,"A. Maintain accurate, detailed reports and records."
RN-WPS-021,Manage healthcare operations.,mapping_review_required,WPS_2074CB_COMPETENCY_BASED_T13_R03_A,wps_competency_2074.docx,2074CB,competency_based,13,3,"A. Perform administrative or managerial functions, such as taking responsibility for a unit's staff, budget, planning, or long-range goals."
RN-WPS-021,Manage healthcare operations.,mapping_review_required,WPS_3056CB_COMPETENCY_BASED_T13_R03_A,wps_competency_3056.docx,3056CB,competency_based,13,3,"A. Perform administrative or managerial functions, such as taking responsibility for a unit's staff, budget, planning, or long-range goals."
RN-WPS-021,Manage healthcare operations.,mapping_review_required,WPS_2074HY_HYBRID_T13_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,13,2,"A. Perform administrative or managerial functions, such as taking responsibility for a unit's staff, budget, planning, or long-range goals."
RN-WPS-021,Manage healthcare operations.,mapping_review_required,WPS_3056HY_HYBRID_T13_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,13,2,"A. Perform administrative or managerial functions, such as taking responsibility for a unit's staff, budget, planning, or long-range goals."
RN-WPS-021,Manage healthcare operations.,mapping_review_required,WPS_2074_TIME_BASED_T13_R02_A,wps_time_2074.docx,2074,time_based,13,2,"A. Perform administrative or managerial functions, such as taking responsibility for a unit's staff, budget, planning, or long-range goals."
RN-WPS-021,Manage healthcare operations.,mapping_review_required,WPS_3056_TIME_BASED_T13_R02_A,wps_time_3056.docx,3056,time_based,13,2,"A. Perform administrative or managerial functions, such as taking responsibility for a unit's staff, budget, planning, or long-range goals."
RN-WPS-022,Monitor health or behavior of people or animals.,mapping_review_required,WPS_2074CB_COMPETENCY_BASED_T26_R03_A,wps_competency_2074.docx,2074CB,competency_based,26,3,A. Observe nurses and visit patients to ensure proper nursing care.
RN-WPS-022,Monitor health or behavior of people or animals.,mapping_review_required,WPS_3056CB_COMPETENCY_BASED_T26_R03_A,wps_competency_3056.docx,3056CB,competency_based,26,3,A. Observe nurses and visit patients to ensure proper nursing care.
RN-WPS-022,Monitor health or behavior of people or animals.,mapping_review_required,WPS_2074HY_HYBRID_T26_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,26,2,A. Observe nurses and visit patients to ensure proper nursing care.
RN-WPS-022,Monitor health or behavior of people or animals.,mapping_review_required,WPS_3056HY_HYBRID_T26_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,26,2,A. Observe nurses and visit patients to ensure proper nursing care.
RN-WPS-022,Monitor health or behavior of people or animals.,mapping_review_required,WPS_2074_TIME_BASED_T26_R02_A,wps_time_2074.docx,2074,time_based,26,2,A. Observe nurses and visit patients to ensure proper nursing care.
RN-WPS-022,Monitor health or behavior of people or animals.,mapping_review_required,WPS_3056_TIME_BASED_T26_R02_A,wps_time_3056.docx,3056,time_based,26,2,A. Observe nurses and visit patients to ensure proper nursing care.
RN-WPS-023,"Monitor patient conditions during treatments, procedures, or activities.",mapping_review_required,WPS_2074CB_COMPETENCY_BASED_T03_R03_A,wps_competency_2074.docx,2074CB,competency_based,3,3,A. Administer medications to patients and monitor patients for reactions or side effects.
RN-WPS-023,"Monitor patient conditions during treatments, procedures, or activities.",mapping_review_required,WPS_2074CB_COMPETENCY_BASED_T03_R04_B,wps_competency_2074.docx,2074CB,competency_based,3,4,"B. Monitor, record, and report symptoms or changes in patients' conditions."
RN-WPS-023,"Monitor patient conditions during treatments, procedures, or activities.",mapping_review_required,WPS_3056CB_COMPETENCY_BASED_T03_R03_A,wps_competency_3056.docx,3056CB,competency_based,3,3,A. Administer medications to patients and monitor patients for reactions or side effects.
RN-WPS-023,"Monitor patient conditions during treatments, procedures, or activities.",mapping_review_required,WPS_3056CB_COMPETENCY_BASED_T03_R04_B,wps_competency_3056.docx,3056CB,competency_based,3,4,"B. Monitor, record, and report symptoms or changes in patients' conditions."
RN-WPS-023,"Monitor patient conditions during treatments, procedures, or activities.",mapping_review_required,WPS_2074HY_HYBRID_T03_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,3,2,A. Administer medications to patients and monitor patients for reactions or side effects.
RN-WPS-023,"Monitor patient conditions during treatments, procedures, or activities.",mapping_review_required,WPS_2074HY_HYBRID_T03_R03_B,wps_hybrid_2074.docx,2074HY,hybrid,3,3,"B. Monitor, record, and report symptoms or changes in patients' conditions."
RN-WPS-023,"Monitor patient conditions during treatments, procedures, or activities.",mapping_review_required,WPS_3056HY_HYBRID_T03_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,3,2,A. Administer medications to patients and monitor patients for reactions or side effects.
RN-WPS-023,"Monitor patient conditions during treatments, procedures, or activities.",mapping_review_required,WPS_3056HY_HYBRID_T03_R03_B,wps_hybrid_3056.docx,3056HY,hybrid,3,3,"B. Monitor, record, and report symptoms or changes in patients' conditions."
RN-WPS-023,"Monitor patient conditions during treatments, procedures, or activities.",mapping_review_required,WPS_2074_TIME_BASED_T03_R02_A,wps_time_2074.docx,2074,time_based,3,2,A. Administer medications to patients and monitor patients for reactions or side effects.
RN-WPS-023,"Monitor patient conditions during treatments, procedures, or activities.",mapping_review_required,WPS_2074_TIME_BASED_T03_R03_B,wps_time_2074.docx,2074,time_based,3,3,"B. Monitor, record, and report symptoms or changes in patients' conditions."
RN-WPS-023,"Monitor patient conditions during treatments, procedures, or activities.",mapping_review_required,WPS_3056_TIME_BASED_T03_R02_A,wps_time_3056.docx,3056,time_based,3,2,A. Administer medications to patients and monitor patients for reactions or side effects.
